respondent_id,xyz_vaccine,seasonal_vaccine
38677,0.019,0.3396
38678,0.7141,0.8788
38679,0.1185,0.4366
38680,0.2166,0.2023
38681,0.1185,0.4366
38682,0.652,0.6486
38683,0.3115,0.9461
38684,0.0812,0.9169
38685,0.1218,0.6275
38686,0.3317,0.656
38687,0.1185,0.4366
38688,0.1188,0.4659
38689,0.1185,0.4366
38690,0.0289,0.0879
38691,0.1185,0.4366
38692,0.0347,0.2667
38693,0.1304,0.3668
38694,0.1855,0.3468
38695,0.0885,0.5016
38696,0.0409,0.1437
38697,0.2824,0.6282
38698,0.1226,0.6525
38699,0.1992,0.7013
38700,0.0274,0.8002
38701,0.1602,0.7471
38702,0.2102,0.3757
38703,0.044,0.6719
38704,0.647,0.7632
38705,0.4758,0.8579
38706,0.2745,0.1288
38707,0.1185,0.4366
38708,0.871,0.6322
38709,0.1185,0.4366
38710,0.1406,0.5971
38711,0.4352,0.8576
38712,0.6076,0.9456
38713,0.2407,0.8314
38714,0.0386,0.2533
38715,0.0872,0.4426
38716,0.0151,0.0526
38717,0.1869,0.1905
38718,0.0343,0.1853
38719,0.0086,0.0189
38720,0.0131,0.0679
38721,0.0102,0.0566
38722,0.0259,0.1072
38723,0.5804,0.2405
38724,0.0988,0.1349
38725,0.1185,0.4366
38726,0.2277,0.6082
38727,0.1185,0.4366
38728,0.0337,0.1332
38729,0.1763,0.8746
38730,0.0114,0.0565
38731,0.0206,0.1461
38732,0.0439,0.8414
38733,0.0433,0.288
38734,0.1185,0.4366
38735,0.8397,0.7395
38736,0.0028,0.0094
38737,0.1293,0.5185
38738,0.208,0.5
38739,0.3351,0.2339
38740,0.0165,0.1478
38741,0.071,0.414
38742,0.5452,0.6602
38743,0.0276,0.6332
38744,0.389,0.3931
38745,0.2249,0.1264
38746,0.1701,0.6287
38747,0.088,0.2282
38748,0.9219,0.9387
38749,0.1272,0.3217
38750,0.0304,0.3055
38751,0.0417,0.1164
38752,0.0124,0.026
38753,0.1125,0.7275
38754,0.0074,0.0124
38755,0.1455,0.7906
38756,0.0113,0.11
38757,0.0911,0.7396
38758,0.0316,0.1202
38759,0.3501,0.821
38760,0.0092,0.1264
38761,0.0463,0.4296
38762,0.4507,0.8519
38763,0.0281,0.1385
38764,0.0148,0.0327
38765,0.1185,0.4366
38766,0.0367,0.2712
38767,0.2018,0.9259
38768,0.902,0.9737
38769,0.2534,0.422
38770,0.1185,0.4366
38771,0.1006,0.1228
38772,0.2045,0.4568
38773,0.2433,0.4595
38774,0.3801,0.7757
38775,0.4292,0.4581
38776,0.0341,0.3086
38777,0.1645,0.1787
38778,0.1035,0.16
38779,0.0527,0.1356
38780,0.7048,0.5539
38781,0.162,0.4669
38782,0.0514,0.1186
38783,0.3454,0.5832
38784,0.7858,0.722
38785,0.1235,0.8273
38786,0.0146,0.152
38787,0.5924,0.7186
38788,0.2728,0.1258
38789,0.2531,0.9589
38790,0.1185,0.4366
38791,0.4936,0.3001
38792,0.7185,0.8568
38793,0.4766,0.9485
38794,0.0367,0.3201
38795,0.3229,0.0307
38796,0.5041,0.7708
38797,0.021,0.4272
38798,0.2082,0.7592
38799,0.0258,0.6457
38800,0.0406,0.1613
38801,0.0365,0.0664
38802,0.0896,0.4439
38803,0.0402,0.6824
38804,0.6205,0.6214
38805,0.2934,0.8307
38806,0.5239,0.9498
38807,0.0324,0.0674
38808,0.0463,0.0911
38809,0.5188,0.4568
38810,0.1305,0.8831
38811,0.0888,0.3718
38812,0.0581,0.6081
38813,0.3022,0.0165
38814,0.2223,0.8067
38815,0.0557,0.3085
38816,0.2572,0.9385
38817,0.1283,0.4972
38818,0.6434,0.6693
38819,0.0489,0.1762
38820,0.044,0.1421
38821,0.0471,0.1139
38822,0.1754,0.8429
38823,0.0234,0.0117
38824,0.4934,0.1844
38825,0.2566,0.4785
38826,0.2546,0.6732
38827,0.5493,0.1312
38828,0.1168,0.5893
38829,0.016,0.1236
38830,0.1163,0.9388
38831,0.1185,0.4366
38832,0.1207,0.2976
38833,0.1185,0.4366
38834,0.0431,0.0429
38835,0.1191,0.4624
38836,0.0632,0.2395
38837,0.7603,0.7505
38838,0.0254,0.0391
38839,0.0506,0.2533
38840,0.1868,0.5852
38841,0.0096,0.1002
38842,0.1185,0.4366
38843,0.1204,0.7125
38844,0.0449,0.0193
38845,0.0977,0.384
38846,0.1831,0.9454
38847,0.4984,0.2335
38848,0.0378,0.9271
38849,0.532,0.6977
38850,0.0482,0.6317
38851,0.2954,0.9251
38852,0.0645,0.6735
38853,0.0846,0.0559
38854,0.0845,0.3919
38855,0.1478,0.7738
38856,0.1922,0.326
38857,0.0393,0.0437
38858,0.2788,0.709
38859,0.2617,0.3966
38860,0.1185,0.4366
38861,0.0379,0.2039
38862,0.1406,0.8927
38863,0.0404,0.1077
38864,0.3145,0.8984
38865,0.0184,0.0289
38866,0.0306,0.0661
38867,0.2178,0.2819
38868,0.143,0.0291
38869,0.1185,0.4366
38870,0.2956,0.7854
38871,0.1591,0.1287
38872,0.2538,0.4343
38873,0.0066,0.0331
38874,0.1925,0.8415
38875,0.7851,0.7517
38876,0.3248,0.3028
38877,0.0367,0.1932
38878,0.061,0.4697
38879,0.1313,0.5063
38880,0.0433,0.6985
38881,0.3131,0.1304
38882,0.2806,0.87
38883,0.3123,0.3916
38884,0.3716,0.9338
38885,0.0134,0.0621
38886,0.0757,0.3802
38887,0.0302,0.7695
38888,0.2558,0.6207
38889,0.1185,0.4366
38890,0.5639,0.4174
38891,0.6064,0.8435
38892,0.0759,0.9194
38893,0.6539,0.9564
38894,0.9541,0.9776
38895,0.8258,0.8934
38896,0.0257,0.1416
38897,0.1802,0.0483
38898,0.4095,0.8082
38899,0.0175,0.0991
38900,0.1185,0.4366
38901,0.1904,0.6766
38902,0.24,0.1592
38903,0.4636,0.9179
38904,0.1125,0.0448
38905,0.0479,0.019
38906,0.127,0.823
38907,0.4013,0.7849
38908,0.0677,0.08
38909,0.0634,0.3499
38910,0.1343,0.2726
38911,0.1185,0.4366
38912,0.2155,0.9107
38913,0.2044,0.5275
38914,0.0535,0.1717
38915,0.0599,0.7097
38916,0.4482,0.6683
38917,0.2881,0.5537
38918,0.2114,0.1128
38919,0.493,0.5594
38920,0.1227,0.932
38921,0.1185,0.4366
38922,0.0906,0.0441
38923,0.0258,0.68
38924,0.0431,0.0642
38925,0.8592,0.8478
38926,0.1124,0.5343
38927,0.031,0.1033
38928,0.0281,0.2671
38929,0.2598,0.8044
38930,0.0188,0.0383
38931,0.0437,0.3506
38932,0.8889,0.8116
38933,0.114,0.3759
38934,0.2017,0.3545
38935,0.1185,0.4366
38936,0.2081,0.634
38937,0.109,0.249
38938,0.1185,0.4366
38939,0.5117,0.6123
38940,0.3114,0.9546
38941,0.1185,0.4366
38942,0.0044,0.0305
38943,0.7677,0.6408
38944,0.6256,0.9618
38945,0.0281,0.4176
38946,0.7702,0.6887
38947,0.0566,0.8577
38948,0.8186,0.7941
38949,0.1185,0.4366
38950,0.1984,0.1006
38951,0.1088,0.825
38952,0.0274,0.4815
38953,0.1002,0.6197
38954,0.8791,0.8659
38955,0.4526,0.7009
38956,0.0381,0.6599
38957,0.196,0.2499
38958,0.0073,0.0505
38959,0.0122,0.1484
38960,0.0276,0.1962
38961,0.1203,0.306
38962,0.1542,0.1086
38963,0.1319,0.5262
38964,0.0305,0.058
38965,0.1387,0.0899
38966,0.0178,0.1485
38967,0.0043,0.0528
38968,0.098,0.8678
38969,0.696,0.8149
38970,0.0566,0.0594
38971,0.0822,0.8289
38972,0.2313,0.3717
38973,0.0639,0.8119
38974,0.457,0.8377
38975,0.1111,0.4142
38976,0.8442,0.9159
38977,0.1742,0.2411
38978,0.0492,0.0217
38979,0.1185,0.4366
38980,0.1226,0.6376
38981,0.0622,0.0626
38982,0.524,0.7439
38983,0.1111,0.0558
38984,0.4099,0.6131
38985,0.0464,0.6685
38986,0.5366,0.7418
38987,0.1045,0.6245
38988,0.1332,0.962
38989,0.431,0.9327
38990,0.1327,0.2449
38991,0.1185,0.4366
38992,0.1185,0.4366
38993,0.5876,0.0526
38994,0.0222,0.4094
38995,0.1701,0.8593
38996,0.0226,0.8117
38997,0.0234,0.122
38998,0.2733,0.237
38999,0.1185,0.4366
39000,0.7695,0.9171
39001,0.0334,0.2749
39002,0.025,0.0524
39003,0.2829,0.8728
39004,0.5552,0.9554
39005,0.1185,0.4366
39006,0.3501,0.5894
39007,0.0024,0.0077
39008,0.0204,0.2057
39009,0.1185,0.4366
39010,0.5685,0.852
39011,0.0801,0.1785
39012,0.1052,0.1369
39013,0.1824,0.8787
39014,0.5852,0.043
39015,0.1137,0.8323
39016,0.3231,0.1711
39017,0.0192,0.0935
39018,0.8039,0.9625
39019,0.1185,0.4366
39020,0.0252,0.8015
39021,0.1751,0.1234
39022,0.5187,0.9194
39023,0.7534,0.9619
39024,0.0844,0.317
39025,0.0129,0.1361
39026,0.0682,0.1568
39027,0.0166,0.4449
39028,0.5276,0.9408
39029,0.0148,0.0367
39030,0.1185,0.4366
39031,0.1263,0.1097
39032,0.0884,0.0874
39033,0.0153,0.1275
39034,0.1077,0.3359
39035,0.2313,0.4057
39036,0.2976,0.3532
39037,0.1497,0.2796
39038,0.0385,0.391
39039,0.0344,0.0197
39040,0.1773,0.8865
39041,0.0481,0.1026
39042,0.1212,0.7603
39043,0.1582,0.0778
39044,0.7169,0.9282
39045,0.1057,0.5167
39046,0.0046,0.0122
39047,0.0583,0.1788
39048,0.1914,0.6752
39049,0.2735,0.4464
39050,0.0989,0.7434
39051,0.0408,0.3305
39052,0.6634,0.8573
39053,0.6129,0.6124
39054,0.012,0.2058
39055,0.0801,0.1319
39056,0.0404,0.0974
39057,0.1185,0.4366
39058,0.0446,0.1056
39059,0.1638,0.0909
39060,0.1978,0.7206
39061,0.0149,0.1703
39062,0.0281,0.2709
39063,0.545,0.7569
39064,0.1185,0.4366
39065,0.2481,0.5926
39066,0.0285,0.6708
39067,0.431,0.6837
39068,0.0176,0.101
39069,0.0442,0.2992
39070,0.0727,0.696
39071,0.2001,0.4963
39072,0.0681,0.0609
39073,0.5964,0.6782
39074,0.0857,0.8269
39075,0.0407,0.4777
39076,0.0115,0.0916
39077,0.1185,0.4366
39078,0.0558,0.0385
39079,0.0879,0.2925
39080,0.1615,0.5853
39081,0.0592,0.0746
39082,0.0328,0.0066
39083,0.0315,0.022
39084,0.5042,0.8489
39085,0.5721,0.8195
39086,0.1185,0.4366
39087,0.447,0.5429
39088,0.8233,0.9253
39089,0.1962,0.5054
39090,0.711,0.8679
39091,0.1185,0.4366
39092,0.1819,0.4167
39093,0.3391,0.5939
39094,0.1323,0.2901
39095,0.2413,0.3893
39096,0.1185,0.4366
39097,0.0887,0.7898
39098,0.1185,0.4366
39099,0.1185,0.4366
39100,0.1059,0.5542
39101,0.0416,0.5449
39102,0.0093,0.2505
39103,0.1472,0.2313
39104,0.0475,0.305
39105,0.3318,0.4003
39106,0.0259,0.5758
39107,0.4156,0.6899
39108,0.555,0.1666
39109,0.1061,0.9059
39110,0.107,0.9263
39111,0.3776,0.7829
39112,0.3025,0.6542
39113,0.0188,0.6062
39114,0.2882,0.5955
39115,0.1242,0.0785
39116,0.1185,0.4366
39117,0.0201,0.415
39118,0.0731,0.176
39119,0.4254,0.795
39120,0.1185,0.4366
39121,0.1436,0.2749
39122,0.0754,0.1379
39123,0.0425,0.8727
39124,0.1773,0.8392
39125,0.079,0.337
39126,0.1679,0.3253
39127,0.5866,0.9082
39128,0.0339,0.4139
39129,0.1185,0.4366
39130,0.6609,0.9235
39131,0.8134,0.9183
39132,0.0283,0.8731
39133,0.0059,0.0089
39134,0.0713,0.2624
39135,0.0552,0.3128
39136,0.2427,0.5622
39137,0.0427,0.765
39138,0.1185,0.4366
39139,0.113,0.4561
39140,0.706,0.8845
39141,0.5696,0.5222
39142,0.0369,0.3604
39143,0.1639,0.3503
39144,0.0371,0.2884
39145,0.5798,0.8222
39146,0.1617,0.0762
39147,0.0047,0.2306
39148,0.3489,0.5071
39149,0.1451,0.5122
39150,0.0161,0.0852
39151,0.0059,0.0773
39152,0.1185,0.4366
39153,0.1345,0.4145
39154,0.031,0.1093
39155,0.1448,0.7598
39156,0.3579,0.8632
39157,0.0495,0.1955
39158,0.0585,0.1043
39159,0.122,0.1049
39160,0.067,0.3208
39161,0.0716,0.5677
39162,0.0866,0.2613
39163,0.313,0.8312
39164,0.4279,0.2155
39165,0.1314,0.9199
39166,0.0151,0.5905
39167,0.0733,0.6556
39168,0.0088,0.0295
39169,0.0259,0.2913
39170,0.5515,0.8157
39171,0.033,0.2811
39172,0.8192,0.8815
39173,0.1151,0.4965
39174,0.0204,0.7732
39175,0.0363,0.0659
39176,0.5827,0.5887
39177,0.1208,0.8079
39178,0.1919,0.7806
39179,0.1748,0.2781
39180,0.5757,0.829
39181,0.1915,0.3793
39182,0.1185,0.4366
39183,0.8159,0.9043
39184,0.1003,0.285
39185,0.4473,0.4768
39186,0.1185,0.4366
39187,0.1147,0.4594
39188,0.1185,0.4366
39189,0.0636,0.3633
39190,0.2213,0.3857
39191,0.8806,0.6249
39192,0.4538,0.5918
39193,0.1795,0.54
39194,0.0952,0.2293
39195,0.0984,0.2132
39196,0.1185,0.4366
39197,0.64,0.7054
39198,0.4313,0.6585
39199,0.0658,0.2514
39200,0.0892,0.2557
39201,0.2221,0.8873
39202,0.0107,0.1086
39203,0.1185,0.4366
39204,0.0229,0.6164
39205,0.0473,0.0939
39206,0.9479,0.959
39207,0.0919,0.8048
39208,0.0194,0.4486
39209,0.0106,0.6624
39210,0.0474,0.1413
39211,0.0965,0.2557
39212,0.0164,0.1651
39213,0.0994,0.4862
39214,0.3696,0.9514
39215,0.613,0.9616
39216,0.0049,0.0573
39217,0.0055,0.7282
39218,0.2899,0.936
39219,0.1185,0.4366
39220,0.1185,0.4366
39221,0.8301,0.9424
39222,0.7147,0.8692
39223,0.1185,0.4366
39224,0.172,0.3223
39225,0.4376,0.6355
39226,0.7135,0.6713
39227,0.0391,0.1371
39228,0.2043,0.1435
39229,0.418,0.8858
39230,0.0643,0.0644
39231,0.0494,0.4554
39232,0.6749,0.9681
39233,0.1409,0.52
39234,0.1218,0.9758
39235,0.0232,0.3183
39236,0.0474,0.1444
39237,0.0632,0.1004
39238,0.2312,0.7268
39239,0.1337,0.1179
39240,0.0493,0.2731
39241,0.9176,0.9752
39242,0.1818,0.3567
39243,0.7592,0.7142
39244,0.0359,0.196
39245,0.0286,0.1038
39246,0.077,0.3411
39247,0.3545,0.6462
39248,0.4089,0.8414
39249,0.4218,0.7704
39250,0.0759,0.2196
39251,0.3351,0.5229
39252,0.0061,0.4752
39253,0.1185,0.4366
39254,0.0663,0.0582
39255,0.1185,0.4366
39256,0.1185,0.4366
39257,0.0206,0.1288
39258,0.4329,0.8612
39259,0.0278,0.0743
39260,0.0952,0.142
39261,0.0619,0.1636
39262,0.4699,0.8997
39263,0.0088,0.0519
39264,0.0173,0.1039
39265,0.0559,0.8873
39266,0.0284,0.3678
39267,0.1782,0.3471
39268,0.1322,0.4809
39269,0.0206,0.4548
39270,0.139,0.0769
39271,0.0665,0.6086
39272,0.1349,0.3341
39273,0.5357,0.6844
39274,0.162,0.3435
39275,0.2612,0.8183
39276,0.1185,0.8815
39277,0.1185,0.4366
39278,0.1882,0.6966
39279,0.1185,0.4366
39280,0.3307,0.7778
39281,0.1686,0.4717
39282,0.0373,0.6794
39283,0.777,0.962
39284,0.0336,0.127
39285,0.336,0.4935
39286,0.5575,0.5249
39287,0.1656,0.8445
39288,0.074,0.4215
39289,0.142,0.6346
39290,0.0929,0.3471
39291,0.1385,0.4322
39292,0.1754,0.2718
39293,0.1185,0.4366
39294,0.024,0.0769
39295,0.0063,0.2882
39296,0.2147,0.8848
39297,0.0264,0.2481
39298,0.1039,0.486
39299,0.0789,0.6859
39300,0.0509,0.0634
39301,0.1007,0.7353
39302,0.1185,0.4366
39303,0.124,0.4921
39304,0.7465,0.7869
39305,0.0273,0.3639
39306,0.0082,0.2196
39307,0.0372,0.2184
39308,0.8721,0.9498
39309,0.9492,0.9695
39310,0.0716,0.2256
39311,0.4927,0.8882
39312,0.0854,0.3178
39313,0.0621,0.7123
39314,0.5867,0.6111
39315,0.1185,0.4366
39316,0.1232,0.1315
39317,0.0386,0.5966
39318,0.0353,0.0322
39319,0.0347,0.9205
39320,0.8677,0.8127
39321,0.0032,0.0368
39322,0.2106,0.3592
39323,0.0337,0.0251
39324,0.0735,0.3614
39325,0.1085,0.6861
39326,0.1867,0.3984
39327,0.0973,0.2578
39328,0.5301,0.5609
39329,0.4519,0.5519
39330,0.1185,0.4366
39331,0.0455,0.0446
39332,0.1049,0.3486
39333,0.3798,0.4972
39334,0.0389,0.7191
39335,0.0231,0.1233
39336,0.0184,0.3359
39337,0.2817,0.345
39338,0.0576,0.4376
39339,0.0704,0.3526
39340,0.0243,0.1934
39341,0.1277,0.0386
39342,0.0953,0.4092
39343,0.0666,0.6249
39344,0.2364,0.9247
39345,0.1263,0.3459
39346,0.605,0.5275
39347,0.4995,0.6922
39348,0.3568,0.3769
39349,0.1185,0.4366
39350,0.2757,0.7742
39351,0.2786,0.7207
39352,0.1061,0.5516
39353,0.3042,0.8948
39354,0.3772,0.5504
39355,0.7878,0.8967
39356,0.0196,0.1345
39357,0.0152,0.1322
39358,0.0964,0.1787
39359,0.0796,0.7748
39360,0.2082,0.7938
39361,0.2178,0.7782
39362,0.0221,0.1112
39363,0.0081,0.0735
39364,0.6138,0.9012
39365,0.0206,0.196
39366,0.0875,0.5779
39367,0.1185,0.4366
39368,0.2192,0.4734
39369,0.0355,0.131
39370,0.0864,0.7753
39371,0.0481,0.284
39372,0.6507,0.9474
39373,0.0673,0.38
39374,0.783,0.8907
39375,0.0814,0.2802
39376,0.7125,0.8595
39377,0.426,0.6263
39378,0.3232,0.5125
39379,0.4921,0.4245
39380,0.2265,0.3373
39381,0.0946,0.3349
39382,0.2002,0.4169
39383,0.0107,0.0112
39384,0.132,0.8887
39385,0.0236,0.0417
39386,0.6971,0.1282
39387,0.1506,0.2995
39388,0.1185,0.4366
39389,0.3535,0.5347
39390,0.5715,0.5941
39391,0.0372,0.3776
39392,0.6013,0.9204
39393,0.8497,0.9547
39394,0.1355,0.6427
39395,0.6247,0.2413
39396,0.0385,0.3828
39397,0.0434,0.0557
39398,0.1003,0.2089
39399,0.0591,0.1612
39400,0.0379,0.6638
39401,0.4937,0.457
39402,0.4974,0.6116
39403,0.3309,0.9266
39404,0.144,0.3841
39405,0.192,0.2609
39406,0.1185,0.4366
39407,0.0782,0.9027
39408,0.0822,0.0866
39409,0.0076,0.1425
39410,0.1694,0.8654
39411,0.052,0.5283
39412,0.1185,0.4366
39413,0.0759,0.5687
39414,0.0315,0.9729
39415,0.1185,0.4366
39416,0.0446,0.1668
39417,0.9054,0.8533
39418,0.2123,0.1622
39419,0.1185,0.4366
39420,0.0233,0.0502
39421,0.0706,0.0652
39422,0.673,0.1952
39423,0.297,0.9518
39424,0.1347,0.1599
39425,0.6019,0.6963
39426,0.0371,0.174
39427,0.031,0.8156
39428,0.8978,0.8639
39429,0.3243,0.7875
39430,0.2306,0.1786
39431,0.0661,0.0864
39432,0.3406,0.5318
39433,0.1608,0.2446
39434,0.044,0.6964
39435,0.1631,0.3737
39436,0.2506,0.6459
39437,0.21,0.8403
39438,0.9003,0.9117
39439,0.2195,0.3747
39440,0.9644,0.9789
39441,0.1922,0.2537
39442,0.3524,0.8431
39443,0.9149,0.9526
39444,0.032,0.4397
39445,0.0429,0.4113
39446,0.038,0.2818
39447,0.6383,0.7366
39448,0.0296,0.1162
39449,0.0651,0.6514
39450,0.0065,0.6619
39451,0.0352,0.4029
39452,0.0573,0.1856
39453,0.2494,0.2189
39454,0.3047,0.8257
39455,0.0899,0.1554
39456,0.1167,0.1108
39457,0.1464,0.4181
39458,0.0617,0.9502
39459,0.1752,0.7577
39460,0.1867,0.2368
39461,0.0509,0.4248
39462,0.3484,0.7979
39463,0.3165,0.6122
39464,0.1823,0.6494
39465,0.0472,0.2858
39466,0.1185,0.4366
39467,0.5293,0.8187
39468,0.1392,0.4625
39469,0.088,0.2529
39470,0.1075,0.6724
39471,0.1538,0.0997
39472,0.2676,0.5077
39473,0.1892,0.5182
39474,0.0494,0.395
39475,0.1561,0.8021
39476,0.3664,0.4325
39477,0.0219,0.1471
39478,0.0497,0.2892
39479,0.1944,0.6934
39480,0.1185,0.4366
39481,0.0352,0.7046
39482,0.1222,0.8403
39483,0.1002,0.2339
39484,0.0295,0.0783
39485,0.0263,0.6627
39486,0.0867,0.2469
39487,0.0478,0.7032
39488,0.393,0.4748
39489,0.7784,0.6399
39490,0.5173,0.8536
39491,0.0199,0.1205
39492,0.4959,0.9398
39493,0.0788,0.3305
39494,0.011,0.4217
39495,0.0994,0.16
39496,0.1185,0.4366
39497,0.7742,0.5386
39498,0.0706,0.2155
39499,0.5586,0.7472
39500,0.1663,0.6827
39501,0.0221,0.152
39502,0.8483,0.8016
39503,0.1544,0.8564
39504,0.0977,0.1787
39505,0.2541,0.1471
39506,0.1185,0.4366
39507,0.9071,0.7841
39508,0.0752,0.417
39509,0.0222,0.3121
39510,0.1185,0.4366
39511,0.2162,0.362
39512,0.0851,0.1396
39513,0.2284,0.4745
39514,0.3288,0.3068
39515,0.0829,0.4488
39516,0.0425,0.1691
39517,0.0658,0.4262
39518,0.1185,0.4366
39519,0.0399,0.3311
39520,0.3635,0.5288
39521,0.1185,0.4366
39522,0.1182,0.3587
39523,0.0478,0.1687
39524,0.0603,0.779
39525,0.0782,0.432
39526,0.0251,0.0766
39527,0.0152,0.0138
39528,0.0105,0.2107
39529,0.4738,0.3004
39530,0.4416,0.3343
39531,0.7132,0.9705
39532,0.1414,0.4445
39533,0.0201,0.0983
39534,0.1422,0.8377
39535,0.1301,0.8731
39536,0.007,0.1014
39537,0.0357,0.3286
39538,0.0331,0.3508
39539,0.3086,0.6363
39540,0.1185,0.4366
39541,0.1185,0.4366
39542,0.1185,0.4366
39543,0.1185,0.4366
39544,0.1185,0.4366
39545,0.0068,0.0413
39546,0.1185,0.4366
39547,0.3474,0.5154
39548,0.2659,0.2426
39549,0.1271,0.9371
39550,0.0374,0.5502
39551,0.0366,0.4807
39552,0.1585,0.4667
39553,0.0814,0.4602
39554,0.1933,0.5857
39555,0.0365,0.4323
39556,0.0466,0.7933
39557,0.0559,0.2273
39558,0.0324,0.6454
39559,0.0035,0.1187
39560,0.1185,0.4366
39561,0.3122,0.6741
39562,0.0482,0.0528
39563,0.2046,0.6623
39564,0.5272,0.6676
39565,0.1033,0.7741
39566,0.1913,0.5723
39567,0.0743,0.5862
39568,0.1312,0.887
39569,0.0453,0.0964
39570,0.4411,0.5938
39571,0.1642,0.6874
39572,0.3122,0.4221
39573,0.2429,0.2247
39574,0.2321,0.6895
39575,0.2579,0.5617
39576,0.0715,0.2746
39577,0.1185,0.4366
39578,0.2114,0.0876
39579,0.315,0.6149
39580,0.7401,0.5252
39581,0.5589,0.7607
39582,0.24,0.8072
39583,0.042,0.1344
39584,0.6801,0.6065
39585,0.026,0.8418
39586,0.6701,0.6709
39587,0.0405,0.4903
39588,0.1574,0.6117
39589,0.0414,0.4385
39590,0.0329,0.136
39591,0.0265,0.0863
39592,0.02,0.1013
39593,0.1628,0.6082
39594,0.1276,0.8547
39595,0.1437,0.8523
39596,0.0472,0.7438
39597,0.1185,0.4366
39598,0.0036,0.018
39599,0.8447,0.8134
39600,0.1667,0.1376
39601,0.0228,0.044
39602,0.0153,0.2451
39603,0.8728,0.7916
39604,0.016,0.1799
39605,0.4067,0.5028
39606,0.0535,0.8003
39607,0.0124,0.0622
39608,0.2122,0.7303
39609,0.0549,0.3524
39610,0.7924,0.2098
39611,0.4797,0.8962
39612,0.0098,0.0231
39613,0.1185,0.4366
39614,0.5234,0.8142
39615,0.1631,0.8804
39616,0.1582,0.2719
39617,0.2522,0.7011
39618,0.6387,0.892
39619,0.7563,0.8626
39620,0.7362,0.9562
39621,0.1074,0.728
39622,0.1825,0.444
39623,0.0079,0.01
39624,0.2764,0.2724
39625,0.1185,0.4366
39626,0.134,0.1358
39627,0.1163,0.1716
39628,0.3227,0.9297
39629,0.0333,0.5112
39630,0.0236,0.087
39631,0.1454,0.7575
39632,0.0113,0.0277
39633,0.1118,0.9017
39634,0.952,0.9305
39635,0.0848,0.1831
39636,0.1305,0.7739
39637,0.0974,0.2835
39638,0.0687,0.5793
39639,0.7895,0.9323
39640,0.167,0.6804
39641,0.8069,0.8746
39642,0.1185,0.4366
39643,0.5357,0.9324
39644,0.1185,0.4366
39645,0.0689,0.1151
39646,0.2449,0.5032
39647,0.0206,0.9194
39648,0.3008,0.7767
39649,0.0157,0.1031
39650,0.1185,0.4366
39651,0.0081,0.0812
39652,0.0425,0.7499
39653,0.2684,0.9268
39654,0.0365,0.1405
39655,0.1045,0.047
39656,0.1918,0.9007
39657,0.103,0.2168
39658,0.5321,0.2145
39659,0.7777,0.9476
39660,0.0638,0.1361
39661,0.1001,0.2086
39662,0.1282,0.1031
39663,0.03,0.3093
39664,0.0371,0.5213
39665,0.0342,0.1426
39666,0.1463,0.7888
39667,0.4453,0.1766
39668,0.8253,0.8015
39669,0.5604,0.8843
39670,0.013,0.1272
39671,0.0871,0.4249
39672,0.0847,0.2637
39673,0.1357,0.2023
39674,0.2853,0.8514
39675,0.0671,0.097
39676,0.126,0.2965
39677,0.7746,0.8361
39678,0.1185,0.4366
39679,0.1185,0.4366
39680,0.0313,0.018
39681,0.1582,0.2687
39682,0.0557,0.0355
39683,0.075,0.3856
39684,0.1185,0.4366
39685,0.5196,0.6397
39686,0.0247,0.2121
39687,0.3762,0.6928
39688,0.0568,0.4832
39689,0.1802,0.7903
39690,0.0123,0.2817
39691,0.0285,0.6276
39692,0.0226,0.4996
39693,0.2428,0.6985
39694,0.1185,0.4366
39695,0.3447,0.7763
39696,0.4197,0.9748
39697,0.1185,0.4366
39698,0.1253,0.9157
39699,0.1266,0.1036
39700,0.0571,0.2481
39701,0.1185,0.4366
39702,0.0442,0.8829
39703,0.8985,0.9691
39704,0.0269,0.3977
39705,0.2594,0.3997
39706,0.0023,0.1075
39707,0.0053,0.0711
39708,0.0164,0.1166
39709,0.1742,0.1484
39710,0.9422,0.977
39711,0.1497,0.5029
39712,0.0054,0.0544
39713,0.4501,0.8164
39714,0.0122,0.0347
39715,0.1142,0.6484
39716,0.1185,0.4366
39717,0.4099,0.5611
39718,0.1185,0.4366
39719,0.1154,0.1481
39720,0.1185,0.4366
39721,0.0424,0.3101
39722,0.1185,0.4366
39723,0.0122,0.4883
39724,0.0353,0.631
39725,0.3616,0.679
39726,0.1159,0.1726
39727,0.1185,0.4366
39728,0.0483,0.3911
39729,0.0207,0.124
39730,0.0502,0.5145
39731,0.0326,0.0946
39732,0.1146,0.3357
39733,0.0946,0.0877
39734,0.1171,0.2658
39735,0.0686,0.3712
39736,0.0896,0.1002
39737,0.2176,0.4993
39738,0.1668,0.5221
39739,0.3814,0.3218
39740,0.2309,0.665
39741,0.0114,0.0558
39742,0.5831,0.7364
39743,0.0503,0.7147
39744,0.059,0.7131
39745,0.1155,0.2113
39746,0.0562,0.0794
39747,0.795,0.9622
39748,0.0073,0.0823
39749,0.0149,0.1603
39750,0.0931,0.5721
39751,0.1054,0.102
39752,0.4125,0.2732
39753,0.0549,0.8835
39754,0.013,0.0392
39755,0.8825,0.9651
39756,0.1079,0.6027
39757,0.1185,0.4366
39758,0.1332,0.2779
39759,0.0511,0.2115
39760,0.0748,0.5659
39761,0.4762,0.3328
39762,0.0649,0.2958
39763,0.0622,0.1571
39764,0.1185,0.4366
